0.00033546,0.03295
0.00037074,0.034632
0.00040973,0.036396
0.00045283,0.038258
0.00050045,0.040247
0.00055308,0.042305
0.00061125,0.044464
0.00067554,0.046737
0.00074659,0.049114
0.0008251,0.051611
0.00091188,0.054258
0.0010078,0.057034
0.0011138,0.059959
0.0012309,0.063014
0.0013604,0.066227
0.0015034,0.069604
0.0016616,0.073174
0.0018363,0.076917
0.0020294,0.080836
0.0022429,0.084953
0.0024788,0.089275
0.0027394,0.093827
0.0030276,0.098611
0.003346,0.10363
0.0036979,0.10891
0.0040868,0.11444
0.0045166,0.12023
0.0049916,0.12633
0.0055166,0.13272
0.0060967,0.13947
0.0067379,0.14651
0.0074466,0.1539
0.0082297,0.16163
0.0090953,0.16976
0.010052,0.17826
0.011109,0.18723
0.012277,0.19662
0.013569,0.20645
0.014996,0.21673
0.016573,0.22749
0.018316,0.23877
0.020242,0.25058
0.022371,0.26295
0.024724,0.27584
0.027324,0.28934
0.030197,0.3035
0.033373,0.31827
0.036883,0.3338
0.040762,0.35004
0.045049,0.36701
0.049787,0.38467
0.055023,0.40314
0.059013,0.41691
