0,-125.74
0.005,-125.74
0.01,-125.72
0.015,-125.72
0.02,-125.72
0.025,-125.72
0.03,-125.72
0.035,-125.72
0.04,-125.72
0.045,-125.72
0.05,-125.72
0.055,-125.72
0.06,-125.72
0.065,-125.72
0.07,-125.72
0.075,-125.72
0.08,-125.72
0.085,-125.72
0.09,-125.72
0.095,-125.72
0.1,-125.73
0.105,-125.73
0.11,-125.73
0.115,-125.73
0.12,-125.73
0.125,-125.73
0.13,-125.74
0.135,-125.74
0.14,-125.75
0.145,-125.75
0.15,-125.76
0.155,-125.76
0.16,-125.77
0.165,-125.77
0.17,-125.78
0.175,-125.79
0.18,-125.79
0.185,-125.8
0.19,-125.81
0.195,-125.82
0.2,-125.84
0.205,-125.85
0.21,-125.86
0.215,-125.88
0.22,-125.89
0.225,-125.91
0.23,-125.93
0.235,-125.95
0.24,-125.97
0.245,-126
0.25,-126.03
0.255,-126.05
0.26,-126.09
0.265,-126.12
0.27,-126.16
0.275,-126.2
0.28,-126.24
0.285,-126.29
0.29,-126.35
0.295,-126.4
0.3,-126.47
0.305,-126.53
0.31,-126.62
0.315,-126.71
0.32,-126.79
