0.00020833,0.026629
0.00022222,0.027557
0.00025,0.029215
0.00028571,0.031223
0.00033333,0.033732
0.00035714,0.034899
0.00041667,0.03771
0.0005,0.041344
0.00054213,0.042759
0.000625,0.046053
0.00071429,0.049235
0.00083333,0.053232
0.00091645,0.055556
0.001,0.058269
0.0011111,0.061399
0.00125,0.065034
0.0014286,0.069532
0.0015648,0.072518
0.0016667,0.075126
0.001818,0.078139
0.002,0.082306
0.0022654,0.087172
0.0025,0.091741
0.0026316,0.094114
0.0028571,0.098046
0.003058,0.10115
0.0033333,0.10595
0.0036979,0.11112
0.004,0.11589
0.0042963,0.11967
0.0045166,0.12266
0.00466,0.12483
0.005,0.12928
0.0052632,0.13266
0.0055556,0.13622
0.0058824,0.14009
0.00625,0.14422
0.0066667,0.14883
0.0071429,0.15394
0.0076923,0.15955
0.0083333,0.166
0.0090909,0.17326
0.01,0.18148
0.011111,0.19109
0.0125,0.20218
0.014286,0.21552
0.016667,0.23202
0.018316,0.24218
0.02,0.25306
0.023168,0.27061
0.025,0.2809
0.028571,0.29883
0.033333,0.32096
0.036349,0.33341
0.04,0.34913
0.045537,0.36932
0.05,0.38603
0.055556,0.40481
0.058824,0.41488
0.066295,0.43661
0.077042,0.46574
