0.00012341,0.02197
0.00013639,0.023123
0.00015073,0.024312
0.00016659,0.025553
0.00018411,0.02686
0.00020347,0.028232
0.00022487,0.029677
0.00024852,0.031194
0.00027465,0.032795
0.00030354,0.034476
0.00033546,0.036241
0.00037074,0.038098
0.00040973,0.040045
0.00045283,0.042095
0.00050045,0.044246
0.00055308,0.046512
0.00061125,0.048889
0.00067554,0.051389
0.00074659,0.054005
0.0008251,0.056767
0.00091188,0.059666
0.0010078,0.062713
0.0011138,0.065906
0.0012309,0.069271
0.0013604,0.072803
0.0015034,0.076502
0.0016616,0.080398
0.0018363,0.084489
0.0020294,0.088786
0.0022429,0.093296
0.0024788,0.098029
0.0027394,0.10299
0.0030276,0.10821
0.003346,0.11368
0.0036979,0.11941
0.0040868,0.12543
0.0045166,0.13174
0.0049916,0.13833
0.0055166,0.14526
0.0060967,0.15251
0.0067379,0.16011
0.0074466,0.16806
0.0082297,0.17638
0.0090953,0.18506
0.010052,0.19415
0.011109,0.20364
0.012277,0.21355
0.013569,0.22387
0.014996,0.23463
0.016573,0.24582
0.018316,0.25746
0.020242,0.26954
0.022371,0.28208
0.024724,0.29506
0.027324,0.30847
0.030197,0.32231
0.033373,0.33658
0.036883,0.35124
0.040762,0.36628
0.045049,0.38165
0.049787,0.3973
0.055023,0.41324
0.06081,0.42936
0.067206,0.44563
0.074274,0.46196
0.082085,0.47828
0.090718,0.4945
0.10026,0.51056
0.1108,0.52635
0.12246,0.54177
0.13534,0.55673
0.14957,0.57117
0.1653,0.58498
0.18268,0.59812
0.2019,0.61052
0.22313,0.62221
0.2466,0.63318
0.27253,0.64347
0.30119,0.65309
0.33287,0.66223
0.36788,0.67087
0.37663,0.67292
