0.00033546,0.03534
0.00037074,0.037151
0.00040973,0.039056
0.00045283,0.041049
0.00050045,0.043151
0.00055308,0.045357
0.00061125,0.047679
0.00067554,0.050116
0.00074659,0.05268
0.0008251,0.055353
0.00091188,0.058186
0.0010078,0.061157
0.0011138,0.064284
0.0012309,0.067567
0.0013604,0.071011
0.0015034,0.074623
0.0016616,0.078425
0.0018363,0.082422
0.0020294,0.086615
0.0022429,0.091015
0.0024788,0.095633
0.0027394,0.10048
0.0030276,0.10555
0.003346,0.1109
0.0036979,0.11651
0.0040868,0.12239
0.0045166,0.12856
0.0049916,0.13502
0.0055166,0.14178
0.0060967,0.14887
0.0067379,0.15631
0.0074466,0.1641
0.0082297,0.17223
0.0090953,0.18075
0.010052,0.18962
0.011109,0.19893
0.012277,0.20865
0.013569,0.21878
0.014996,0.22935
0.016573,0.24035
0.018316,0.25179
0.018316,0.25179
0.020242,0.26369
0.022371,0.27605
0.024724,0.28886
0.027324,0.30214
0.030197,0.31584
0.033373,0.32995
0.036883,0.34454
0.040762,0.35952
0.045049,0.37488
0.049787,0.39059
0.055023,0.40661
0.06081,0.42294
0.067206,0.4395
0.074274,0.45626
0.082085,0.47316
0.090718,0.49015
0.10026,0.50726
0.1108,0.52444
0.12246,0.54163
0.13534,0.55893
0.14957,0.57614
0.1653,0.59339
0.17016,0.59765
